Year,Series,Units,Value
2022,Number of deaths attributed to disasters,No per 100000,0.02
2022,Number of displaced persons attributed to disasters,No per 100001,26.05
2022,Number of directly affected persons attributed to disasters,No per 100002,48.77
2023,Number of deaths attributed to disasters,No per 100003,0.01
2023,Number of displaced persons attributed to disasters,No per 100004,2.76
2023,Number of directly affected persons attributed to disasters,No per 100005,6.43
2024,Number of deaths attributed to disasters,No per 100006,0.01
2024,Number of displaced persons attributed to disasters,No per 100007,1.9
2024,Number of directly affected persons attributed to disasters,No per 100008,5.56
