Year,Value,Units,Series
2016,0.1,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
2017,0.09,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
2018,0.1,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
2019,0.1,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
2020,0.09,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
2021,0.1,kg CO2 per 2017 USD PPP,CO2 Emission per Capita
