Year,Value,Units,Series
2016,2.8,Tonne,Domestic material footprint per capita
2017,2.81,Tonne,Domestic material footprint per capita
2018,2.87,Tonne,Domestic material footprint per capita
2019,2.87,Tonne,Domestic material footprint per capita
2020,2.83,Tonne,Domestic material footprint per capita
2021,2.88,Tonne,Domestic material footprint per capita
2022,2.84,Tonne,Domestic material footprint per capita
2023,2.77,Tonne,Domestic material footprint per capita
