Year,Series,Sector,Age group,Education level,Geopolitical zone,Wealth Index Quintile,State,Form of violence,Units,GeoCode,Value
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Bauchi,Physical or Sexual or Emotional,Percentage (%),NGBA05,56.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Bayelsa,Physical or Sexual or Emotional,Percentage (%),NGBY06,35.3
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Benue,Physical or Sexual or Emotional,Percentage (%),NGBE07,49.4
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Borno,Physical or Sexual or Emotional,Percentage (%),NGBO08,21.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Cross River,Physical or Sexual or Emotional,Percentage (%),NGXR09,30.4
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Delta,Physical or Sexual or Emotional,Percentage (%),NGDE10,40.6
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Ebonyi,Physical or Sexual or Emotional,Percentage (%),NGEB11,33.1
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Edo,Physical or Sexual or Emotional,Percentage (%),NGED12,42.8
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Ekiti,Physical or Sexual or Emotional,Percentage (%),NGEK13,19.0
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Enugu,Physical or Sexual or Emotional,Percentage (%),NGEN14,14.1
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Gombe,Physical or Sexual or Emotional,Percentage (%),NGGO15,69.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Imo,Physical or Sexual or Emotional,Percentage (%),NGIM16,37.5
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Jigawa,Physical or Sexual or Emotional,Percentage (%),NGJI17,10.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Kaduna,Physical or Sexual or Emotional,Percentage (%),NGKD18,54.4
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Kano,Physical or Sexual or Emotional,Percentage (%),NGKN19,14.7
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Katsina,Physical or Sexual or Emotional,Percentage (%),NGKT20,11.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Kebbi,Physical or Sexual or Emotional,Percentage (%),NGKE21,14.9
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Kogi,Physical or Sexual or Emotional,Percentage (%),NGKO22,59.8
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Kwara,Physical or Sexual or Emotional,Percentage (%),NGKW23,27.3
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Lagos,Physical or Sexual or Emotional,Percentage (%),NGLA24,15.1
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Nasarawa,Physical or Sexual or Emotional,Percentage (%),NGNA25,11.4
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Niger,Physical or Sexual or Emotional,Percentage (%),NGNI26,45.3
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Ogun,Physical or Sexual or Emotional,Percentage (%),NGOG27,12.6
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Ondo,Physical or Sexual or Emotional,Percentage (%),NGON28,13.2
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Osun,Physical or Sexual or Emotional,Percentage (%),NGOS29,21.3
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Oyo,Physical or Sexual or Emotional,Percentage (%),NGOY30,10.8
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Plateau,Physical or Sexual or Emotional,Percentage (%),NGPL31,52.5
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Rivers,Physical or Sexual or Emotional,Percentage (%),NGRI32,31.1
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Sokoto,Physical or Sexual or Emotional,Percentage (%),NGSO33,30.8
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Taraba,Physical or Sexual or Emotional,Percentage (%),NGTA34,37.1
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Yobe,Physical or Sexual or Emotional,Percentage (%),NGYO35,23.7
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Zamfara,Physical or Sexual or Emotional,Percentage (%),NGZA36,21.6
2018,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",,,,,,Federal Capital Territory,Physical or Sexual or Emotional,Percentage (%),NGFC37,13.8
