Year,Series,Gender,Sector,Wealth Index Quintile,Ethnicity,Geopolitical zone,State,Grade,GeoCode,Value
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,North East,,,NGNEZ05,9.7
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,North West,,,NGNWZ04,9.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,South East,,,NGSEZ03,49.0
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,South South,,,NGSSZ02,34.4
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,South West,,,NGSWZ01,51.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Abia,,NGAB01,22.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Adamawa,,NGAD02,10.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Akwa Ibom,,NGAK03,40.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Anambra,,NGAN04,66.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Bauchi,,NGBA05,7.7
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Bayelsa,,NGBY06,32.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Benue,,NGBE07,23.5
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Borno,,NGBO08,7.7
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Cross River,,NGXR09,19.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Delta,,NGDE10,33.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Ebonyi,,NGEB11,38.8
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Edo,,NGED12,38.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Ekiti,,NGEK13,36.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Enugu,,NGEN14,46.5
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Gombe,,NGGO15,14.7
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Imo,,NGIM16,57.4
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Jigawa,,NGJI17,0.8
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Kaduna,,NGKD18,16.0
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Kano,,NGKN19,11.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Katsina,,NGKT20,13.4
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Kebbi,,NGKE21,5.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Kogi,,NGKO22,28.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Kwara,,NGKW23,29.1
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Lagos,,NGLA24,82.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Nasarawa,,NGNA25,7.8
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Niger,,NGNI26,18.5
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Ogun,,NGOG27,35.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Ondo,,NGON28,43.7
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Osun,,NGOS29,51.6
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Oyo,,NGOY30,30.3
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Plateau,,NGPL31,16.8
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Rivers,,NGRI32,40.2
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Sokoto,,NGSO33,6.4
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Taraba,,NGTA34,9.5
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Yobe,,NGYO35,11.9
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Zamfara,,NGZA36,4.9
2021,"Proportion of population in a given age group achieving at least a fixed level of proficiency in functional (b) numeracy, by sex",,,,,,Federal Capital Territory,,NGFC37,34.7
