Year,Series,Sector,Gender,Geopolitical zone,Wealth Index Quintile,State,Units,GeoCode,Value
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,,,,,Percentage (%),NG,44.8
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Urban,Male,,,,Percentage (%),NG,29.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,Male,,,,Percentage (%),NG,45.2
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Urban,Female,,,,Percentage (%),NG,30.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,Female,,,,Percentage (%),NG,44.3
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North Central,,,Percentage (%),NGNCZ06,43.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North East,,,Percentage (%),NGNEZ05,49.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North West,,,Percentage (%),NGNWZ04,34.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South East,,,Percentage (%),NGSEZ03,49.9
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South South,,,Percentage (%),NGSSZ02,43.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South West,,,Percentage (%),NGSWZ01,27.5
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Abia,Percentage (%),NGAB01,60.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Adamawa,Percentage (%),NGAD02,45.8
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Akwa Ibom,Percentage (%),NGAK03,52.5
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Anambra,Percentage (%),NGAN04,44.7
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Bauchi,Percentage (%),NGBA05,53.3
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Bayelsa,Percentage (%),NGBY06,42.8
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Benue,Percentage (%),NGBE07,26.5
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Borno,Percentage (%),NGBO08,41.7
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Cross River,Percentage (%),NGXR09,67.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Delta,Percentage (%),NGDE10,50.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Ebonyi,Percentage (%),NGEB11,56.2
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Edo,Percentage (%),NGED12,39.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Ekiti,Percentage (%),NGEK13,47.8
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Enugu,Percentage (%),NGEN14,34.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Gombe,Percentage (%),NGGO15,36.7
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Imo,Percentage (%),NGIM16,56.2
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Jigawa,Percentage (%),NGJI17,38.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Kaduna,Percentage (%),NGKD18,37.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Kano,Percentage (%),NGKN19,27.9
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Katsina,Percentage (%),NGKT20,31.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Kebbi,Percentage (%),NGKE21,48.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Kogi,Percentage (%),NGKO22,54.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Kwara,Percentage (%),NGKW23,44.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Lagos,Percentage (%),NGLA24,8.9
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Nasarawa,Percentage (%),NGNA25,38.7
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Niger,Percentage (%),NGNI26,47.5
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Ogun,Percentage (%),NGOG27,30.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Ondo,Percentage (%),NGON28,35.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Osun,Percentage (%),NGOS29,34.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Oyo,Percentage (%),NGOY30,40.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Plateau,Percentage (%),NGPL31,58.9
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Rivers,Percentage (%),NGRI32,20.7
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Sokoto,Percentage (%),NGSO33,31.4
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Taraba,Percentage (%),NGTA34,58.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Yobe,Percentage (%),NGYO35,62.6
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Zamfara,Percentage (%),NGZA36,44.1
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,Federal Capital Territory,Percentage (%),NGFC37,37.5
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,,,,Number of children,NG,44796733.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,Male,,,,Number of children,NG,12689663.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,Female,,,,Number of children,NG,11983822.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Urban,,,,,Number of children,NG,7081651.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,,,,,Number of children,NG,17523426.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Urban,Male,,,,Number of children,NG,3396836.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,Male,,,,Number of children,NG,9292827.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Urban,Female,,,,Number of children,NG,3706001.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",Rural,Female,,,,Number of children,NG,8277821.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North Central,,,Number of children,NGNCZ06,3884576.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North East,,,Number of children,NGNEZ05,4466808.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,North West,,,Number of children,NGNWZ04,6407102.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South East,,,Number of children,NGSEZ03,3004669.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South South,,,Number of children,NGSSZ02,3682773.0
2022,"Proportion and number of children aged 5-17 years engaged in child labour, by sex and age",,,South West,,,Number of children,NGSWZ01,3227559.0
