Year,Series,Units,Value
2016,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.9227
2017,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.7581
2018,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.8167
2019,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.7204
2020,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.6754
2021,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.6804
2022,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",Tonnes,3.6897
