Year,Series,Gender,Sector,Age group,Ethnicity,Wealth Index Quintile,Geopolitical zone,State,ICT skill,GeoCode,Value
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,40-44,,,,,Used a basic arithmetic formula in a spreadsheet,NG,3.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,45-49,,,,,Used a basic arithmetic formula in a spreadsheet,NG,2.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Hausa,,,,Used a basic arithmetic formula in a spreadsheet,NG,1.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Igbo,,,,Used a basic arithmetic formula in a spreadsheet,NG,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Yoruba,,,,Used a basic arithmetic formula in a spreadsheet,NG,5.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Fulani,,,,Used a basic arithmetic formula in a spreadsheet,NG,1.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Kanuri,,,,Used a basic arithmetic formula in a spreadsheet,NG,4.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ijaw,,,,Used a basic arithmetic formula in a spreadsheet,NG,1.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Tiv,,,,Used a basic arithmetic formula in a spreadsheet,NG,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ibibio,,,,Used a basic arithmetic formula in a spreadsheet,NG,5.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Edo,,,,Used a basic arithmetic formula in a spreadsheet,NG,5.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Other ethnicity,,,,Used a basic arithmetic formula in a spreadsheet,NG,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Poorest,,,Used a basic arithmetic formula in a spreadsheet,NG,0.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Second,,,Used a basic arithmetic formula in a spreadsheet,NG,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Middle,,,Used a basic arithmetic formula in a spreadsheet,NG,0.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Fourth,,,Used a basic arithmetic formula in a spreadsheet,NG,2.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Richest,,,Used a basic arithmetic formula in a spreadsheet,NG,11.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North  Central,,Used a basic arithmetic formula in a spreadsheet,NGNCZ06,3.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North East,,Used a basic arithmetic formula in a spreadsheet,NGNEZ05,2.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North West,,Used a basic arithmetic formula in a spreadsheet,NGNWZ04,1.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South East,,Used a basic arithmetic formula in a spreadsheet,NGSEZ03,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South South,,Used a basic arithmetic formula in a spreadsheet,NGSSZ02,4.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South West,,Used a basic arithmetic formula in a spreadsheet,NGSWZ01,5.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Abia,Used a basic arithmetic formula in a spreadsheet,NGAB01,1.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Adamawa,Used a basic arithmetic formula in a spreadsheet,NGAD02,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Akwa Ibom,Used a basic arithmetic formula in a spreadsheet,NGAK03,1.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Anambra,Used a basic arithmetic formula in a spreadsheet,NGAN04,0.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bauchi,Used a basic arithmetic formula in a spreadsheet,NGBA05,0.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bayelsa,Used a basic arithmetic formula in a spreadsheet,NGBY06,7.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Benue,Used a basic arithmetic formula in a spreadsheet,NGBE07,0.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Borno,Used a basic arithmetic formula in a spreadsheet,NGBO08,5.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Cross River,Used a basic arithmetic formula in a spreadsheet,NGXR09,2.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Delta,Used a basic arithmetic formula in a spreadsheet,NGDE10,2.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ebonyi,Used a basic arithmetic formula in a spreadsheet,NGEB11,7.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Edo,Used a basic arithmetic formula in a spreadsheet,NGED12,5.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ekiti,Used a basic arithmetic formula in a spreadsheet,NGEK13,1.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Enugu,Used a basic arithmetic formula in a spreadsheet,NGEN14,1.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Gombe,Used a basic arithmetic formula in a spreadsheet,NGGO15,3.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Imo,Used a basic arithmetic formula in a spreadsheet,NGIM16,1.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Jigawa,Used a basic arithmetic formula in a spreadsheet,NGJI17,0.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kaduna,Used a basic arithmetic formula in a spreadsheet,NGKD18,4.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kano,Used a basic arithmetic formula in a spreadsheet,NGKN19,0.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Katsina,Used a basic arithmetic formula in a spreadsheet,NGKT20,0.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kebbi,Used a basic arithmetic formula in a spreadsheet,NGKE21,3.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kogi,Used a basic arithmetic formula in a spreadsheet,NGKO22,2.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kwara,Used a basic arithmetic formula in a spreadsheet,NGKW23,4.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Lagos,Used a basic arithmetic formula in a spreadsheet,NGLA24,10.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Nasarawa,Used a basic arithmetic formula in a spreadsheet,NGNA25,4.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Niger,Used a basic arithmetic formula in a spreadsheet,NGNI26,3.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ogun,Used a basic arithmetic formula in a spreadsheet,NGOG27,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ondo,Used a basic arithmetic formula in a spreadsheet,NGON28,1.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Osun,Used a basic arithmetic formula in a spreadsheet,NGOS29,0.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Oyo,Used a basic arithmetic formula in a spreadsheet,NGOY30,1.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Plateau,Used a basic arithmetic formula in a spreadsheet,NGPL31,0.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Rivers,Used a basic arithmetic formula in a spreadsheet,NGRI32,7.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Sokoto,Used a basic arithmetic formula in a spreadsheet,NGSO33,3.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Taraba,Used a basic arithmetic formula in a spreadsheet,NGTA34,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Yobe,Used a basic arithmetic formula in a spreadsheet,NGYO35,2.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Zamfara,Used a basic arithmetic formula in a spreadsheet,NGZA36,0.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Federal Capital Territory,Used a basic arithmetic formula in a spreadsheet,NGFC37,14.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,5.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,Urban,,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,11.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,Rural,,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,1.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-24,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,4.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-19,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,2.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-17,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,1.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,18-19,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,3.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,20-24,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,6.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,25-29,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,8.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,30-34,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,7.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,35-39,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,7.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,40-44,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,6.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,45-49,,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,5.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Hausa,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Igbo,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,7.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Yoruba,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,11.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Fulani,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,1.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Kanuri,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,4.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ijaw,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,3.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Tiv,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,2.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ibibio,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,8.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Edo,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,8.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Other ethnicity,,,,"Connected and installed a new device, such as a modem, camera or printer",NG,5.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Poorest,,,"Connected and installed a new device, such as a modem, camera or printer",NG,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Second,,,"Connected and installed a new device, such as a modem, camera or printer",NG,0.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Middle,,,"Connected and installed a new device, such as a modem, camera or printer",NG,1.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Fourth,,,"Connected and installed a new device, such as a modem, camera or printer",NG,4.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Richest,,,"Connected and installed a new device, such as a modem, camera or printer",NG,19.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North  Central,,"Connected and installed a new device, such as a modem, camera or printer",NGNCZ06,5.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North East,,"Connected and installed a new device, such as a modem, camera or printer",NGNEZ05,2.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North West,,"Connected and installed a new device, such as a modem, camera or printer",NGNWZ04,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South East,,"Connected and installed a new device, such as a modem, camera or printer",NGSEZ03,4.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South South,,"Connected and installed a new device, such as a modem, camera or printer",NGSSZ02,7.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South West,,"Connected and installed a new device, such as a modem, camera or printer",NGSWZ01,10.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Abia,"Connected and installed a new device, such as a modem, camera or printer",NGAB01,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Adamawa,"Connected and installed a new device, such as a modem, camera or printer",NGAD02,3.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Akwa Ibom,"Connected and installed a new device, such as a modem, camera or printer",NGAK03,4.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Anambra,"Connected and installed a new device, such as a modem, camera or printer",NGAN04,3.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bauchi,"Connected and installed a new device, such as a modem, camera or printer",NGBA05,0.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bayelsa,"Connected and installed a new device, such as a modem, camera or printer",NGBY06,4.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Benue,"Connected and installed a new device, such as a modem, camera or printer",NGBE07,0.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Borno,"Connected and installed a new device, such as a modem, camera or printer",NGBO08,5.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Cross River,"Connected and installed a new device, such as a modem, camera or printer",NGXR09,3.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Delta,"Connected and installed a new device, such as a modem, camera or printer",NGDE10,14.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ebonyi,"Connected and installed a new device, such as a modem, camera or printer",NGEB11,7.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Edo,"Connected and installed a new device, such as a modem, camera or printer",NGED12,7.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ekiti,"Connected and installed a new device, such as a modem, camera or printer",NGEK13,1.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Enugu,"Connected and installed a new device, such as a modem, camera or printer",NGEN14,4.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Gombe,"Connected and installed a new device, such as a modem, camera or printer",NGGO15,4.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Imo,"Connected and installed a new device, such as a modem, camera or printer",NGIM16,5.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Jigawa,"Connected and installed a new device, such as a modem, camera or printer",NGJI17,0.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kaduna,"Connected and installed a new device, such as a modem, camera or printer",NGKD18,10.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kano,"Connected and installed a new device, such as a modem, camera or printer",NGKN19,1.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Katsina,"Connected and installed a new device, such as a modem, camera or printer",NGKT20,1.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kebbi,"Connected and installed a new device, such as a modem, camera or printer",NGKE21,3.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kogi,"Connected and installed a new device, such as a modem, camera or printer",NGKO22,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Kwara,"Connected and installed a new device, such as a modem, camera or printer",NGKW23,5.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Lagos,"Connected and installed a new device, such as a modem, camera or printer",NGLA24,23.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Nasarawa,"Connected and installed a new device, such as a modem, camera or printer",NGNA25,8.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Niger,"Connected and installed a new device, such as a modem, camera or printer",NGNI26,3.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ogun,"Connected and installed a new device, such as a modem, camera or printer",NGOG27,6.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ondo,"Connected and installed a new device, such as a modem, camera or printer",NGON28,2.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Osun,"Connected and installed a new device, such as a modem, camera or printer",NGOS29,1.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Oyo,"Connected and installed a new device, such as a modem, camera or printer",NGOY30,5.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Plateau,"Connected and installed a new device, such as a modem, camera or printer",NGPL31,3.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Rivers,"Connected and installed a new device, such as a modem, camera or printer",NGRI32,9.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Sokoto,"Connected and installed a new device, such as a modem, camera or printer",NGSO33,3.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Taraba,"Connected and installed a new device, such as a modem, camera or printer",NGTA34,0.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Yobe,"Connected and installed a new device, such as a modem, camera or printer",NGYO35,3.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Zamfara,"Connected and installed a new device, such as a modem, camera or printer",NGZA36,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Federal Capital Territory,"Connected and installed a new device, such as a modem, camera or printer",NGFC37,19.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,,"Found, downloaded, installed and configured software",NG,5.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,Urban,,,,,,"Found, downloaded, installed and configured software",NG,10.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,Rural,,,,,,"Found, downloaded, installed and configured software",NG,1.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-24,,,,,"Found, downloaded, installed and configured software",NG,4.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-19,,,,,"Found, downloaded, installed and configured software",NG,2.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,15-17,,,,,"Found, downloaded, installed and configured software",NG,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,18-19,,,,,"Found, downloaded, installed and configured software",NG,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,20-24,,,,,"Found, downloaded, installed and configured software",NG,5.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,25-29,,,,,"Found, downloaded, installed and configured software",NG,8.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,30-34,,,,,"Found, downloaded, installed and configured software",NG,7.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,35-39,,,,,"Found, downloaded, installed and configured software",NG,7.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,40-44,,,,,"Found, downloaded, installed and configured software",NG,6.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,45-49,,,,,"Found, downloaded, installed and configured software",NG,4.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Hausa,,,,"Found, downloaded, installed and configured software",NG,2.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Igbo,,,,"Found, downloaded, installed and configured software",NG,6.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Yoruba,,,,"Found, downloaded, installed and configured software",NG,10.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Fulani,,,,"Found, downloaded, installed and configured software",NG,1.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Kanuri,,,,"Found, downloaded, installed and configured software",NG,5.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ijaw,,,,"Found, downloaded, installed and configured software",NG,4.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Tiv,,,,"Found, downloaded, installed and configured software",NG,2.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Ibibio,,,,"Found, downloaded, installed and configured software",NG,10.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Edo,,,,"Found, downloaded, installed and configured software",NG,7.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,Other ethnicity,,,,"Found, downloaded, installed and configured software",NG,6.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Poorest,,,"Found, downloaded, installed and configured software",NG,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Second,,,"Found, downloaded, installed and configured software",NG,1.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Middle,,,"Found, downloaded, installed and configured software",NG,2.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Fourth,,,"Found, downloaded, installed and configured software",NG,4.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,Richest,,,"Found, downloaded, installed and configured software",NG,18.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North  Central,,"Found, downloaded, installed and configured software",NGNCZ06,4.8
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North East,,"Found, downloaded, installed and configured software",NGNEZ05,3.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,North West,,"Found, downloaded, installed and configured software",NGNWZ04,2.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South East,,"Found, downloaded, installed and configured software",NGSEZ03,2.5
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South South,,"Found, downloaded, installed and configured software",NGSSZ02,10.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,South West,,"Found, downloaded, installed and configured software",NGSWZ01,10.6
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Abia,"Found, downloaded, installed and configured software",NGAB01,1.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Adamawa,"Found, downloaded, installed and configured software",NGAD02,3.4
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Akwa Ibom,"Found, downloaded, installed and configured software",NGAK03,4.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Anambra,"Found, downloaded, installed and configured software",NGAN04,2.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bauchi,"Found, downloaded, installed and configured software",NGBA05,0.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Bayelsa,"Found, downloaded, installed and configured software",NGBY06,8.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Benue,"Found, downloaded, installed and configured software",NGBE07,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Borno,"Found, downloaded, installed and configured software",NGBO08,6.1
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Cross River,"Found, downloaded, installed and configured software",NGXR09,3.0
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Delta,"Found, downloaded, installed and configured software",NGDE10,24.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ebonyi,"Found, downloaded, installed and configured software",NGEB11,0.3
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Edo,"Found, downloaded, installed and configured software",NGED12,6.2
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Ekiti,"Found, downloaded, installed and configured software",NGEK13,3.9
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Enugu,"Found, downloaded, installed and configured software",NGEN14,7.7
2021,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",Male,,,,,,Gombe,"Found, downloaded, installed and configured software",NGGO15,3.5
