Year,Series,Haemoglobin level,Sector,Wealth Index Quintile,Geopolitical Zone,Education Level,Maternity status,Age group,State,GeoCode,Value
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,Middle,,,,,,NG,1.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,Fourth,,,,,,NG,1.4
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,Highest,,,,,,NG,1.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,North  Central,,,,,NGNCZ06,1.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,North East,,,,,NGNEZ05,1.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,North West,,,,,NGNWZ04,2.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,South East,,,,,NGSEZ03,1.8
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,South South,,,,,NGSSZ02,2.0
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,South West,,,,,NGSWZ01,0.5
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,None,,,,NG,2.4
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,Primary,,,,NG,1.7
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,Secondary,,,,NG,1.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,Post Secondary,,,,NG,0.7
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,Pregnant,,,NG,2.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,Breastfeeding,,,NG,2.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,Neither,,,NG,1.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,15-19,,NG,1.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,20-29,,NG,1.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,30-39,,NG,2.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,40-49,,NG,1.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Abia,NGAB01,2.5
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Adamawa,NGAD02,0.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Akwa Ibom,NGAK03,2.8
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Anambra,NGAN04,0.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Bauchi,NGBA05,2.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Bayelsa,NGBY06,1.4
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Benue,NGBE07,0.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Borno,NGBO08,1.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Cross River,NGXR09,0.5
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Delta,NGDE10,3.0
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Ebonyi,NGEB11,3.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Edo,NGED12,0.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Ekiti,NGEK13,1.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Enugu,NGEN14,1.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Gombe,NGGO15,1.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Imo,NGIM16,1.7
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Jigawa,NGJI17,4.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Kaduna,NGKD18,1.4
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Kano,NGKN19,3.5
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Katsina,NGKT20,0.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Kebbi,NGKE21,1.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Kogi,NGKO22,0.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Kwara,NGKW23,1.8
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Lagos,NGLA24,0.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Nasarawa,NGNA25,3.6
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Niger,NGNI26,0.2
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Ogun,NGOG27,1.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Ondo,NGON28,0.5
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Osun,NGOS29,0.7
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Oyo,NGOY30,0.4
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Plateau,NGPL31,2.3
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Rivers,NGRI32,2.1
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Sokoto,NGSO33,1.0
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Taraba,NGTA34,0.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Yobe,NGYO35,0.8
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Zamfara,NGZA36,3.9
2018,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Severe <8.0 g/dl,,,,,,,Federal Capital Territory,NGFC37,0.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,,NG,46.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,Urban,,,,,,,NG,44.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,Rural,,,,,,,NG,49.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,Lowest,,,,,,NG,49.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,Second,,,,,,NG,50.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,Middle,,,,,,NG,46.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,Fourth,,,,,,NG,45.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,Highest,,,,,,NG,42.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,North  Central,,,,,NGNCZ06,40.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,North East,,,,,NGNEZ05,48.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,North West,,,,,NGNWZ04,47.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,South East,,,,,NGSEZ03,57.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,South South,,,,,NGSSZ02,46.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,South West,,,,,NGSWZ01,45.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,None,,,,NG,49.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,Primary,,,,NG,48.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,Secondary,,,,NG,45.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,Post Secondary,,,,NG,41.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,Pregnant,,,NG,61.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,Breastfeeding,,,NG,59.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,Neither,,,NG,56.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,15-19,,NG,48.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,20-29,,NG,45.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,30-39,,NG,47.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,40-49,,NG,45.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Abia,NGAB01,66.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Adamawa,NGAD02,50.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Akwa Ibom,NGAK03,54.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Anambra,NGAN04,54.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Bauchi,NGBA05,54.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Bayelsa,NGBY06,47.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Benue,NGBE07,29.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Borno,NGBO08,44.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Cross River,NGXR09,40.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Delta,NGDE10,36.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Ebonyi,NGEB11,71.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Edo,NGED12,53.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Ekiti,NGEK13,47.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Enugu,NGEN14,49.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Gombe,NGGO15,46.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Imo,NGIM16,41.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Jigawa,NGJI17,55.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Kaduna,NGKD18,38.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Kano,NGKN19,42.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Katsina,NGKT20,60.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Kebbi,NGKE21,21.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Kogi,NGKO22,47.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Kwara,NGKW23,60.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Lagos,NGLA24,46.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Nasarawa,NGNA25,34.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Niger,NGNI26,45.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Ogun,NGOG27,42.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Ondo,NGON28,52.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Osun,NGOS29,47.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Oyo,NGOY30,43.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Plateau,NGPL31,31.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Rivers,NGRI32,48.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Sokoto,NGSO33,67.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Taraba,NGTA34,43.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Yobe,NGYO35,43.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Zamfara,NGZA36,49.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Any <12.0 g/dl,,,,,,,Federal Capital Territory,NGFC37,34.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,,NG,25.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,Urban,,,,,,,NG,25.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,Rural,,,,,,,NG,24.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,Lowest,,,,,,NG,23.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,Second,,,,,,NG,25.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,Middle,,,,,,NG,24.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,Fourth,,,,,,NG,26.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,Highest,,,,,,NG,26.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,North  Central,,,,,NGNCZ06,24.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,North East,,,,,NGNEZ05,24.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,North West,,,,,NGNWZ04,23.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,South East,,,,,NGSEZ03,30.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,South South,,,,,NGSSZ02,26.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,South West,,,,,NGSWZ01,28.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,None,,,,NG,23.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,Primary,,,,NG,26.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,Secondary,,,,NG,26.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,Post Secondary,,,,NG,24.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,Pregnant,,,NG,25.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,Breastfeeding,,,NG,27.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,Neither,,,NG,28.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,15-19,,NG,27.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,20-29,,NG,24.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,30-39,,NG,25.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,40-49,,NG,24.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Abia,NGAB01,28.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Adamawa,NGAD02,22.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Akwa Ibom,NGAK03,24.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Anambra,NGAN04,32.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Bauchi,NGBA05,27.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Bayelsa,NGBY06,27.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Benue,NGBE07,20.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Borno,NGBO08,22.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Cross River,NGXR09,27.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Delta,NGDE10,24.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Ebonyi,NGEB11,32.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Edo,NGED12,32.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Ekiti,NGEK13,31.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Enugu,NGEN14,28.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Gombe,NGGO15,22.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Imo,NGIM16,27.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Jigawa,NGJI17,29.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Kaduna,NGKD18,23.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Kano,NGKN19,25.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Katsina,NGKT20,21.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Kebbi,NGKE21,11.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Kogi,NGKO22,29.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Kwara,NGKW23,27.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Lagos,NGLA24,29.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Nasarawa,NGNA25,20.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Niger,NGNI26,29.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Ogun,NGOG27,22.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Ondo,NGON28,29.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Osun,NGOS29,31.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Oyo,NGOY30,30.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Plateau,NGPL31,21.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Rivers,NGRI32,24.8
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Sokoto,NGSO33,21.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Taraba,NGTA34,26.6
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Yobe,NGYO35,22.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Zamfara,NGZA36,30.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Mild 11.0-11.9 g/dl,,,,,,,Federal Capital Territory,NGFC37,18.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,,,,,,NG,20.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,Urban,,,,,,,NG,17.4
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,Rural,,,,,,,NG,23.0
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,Lowest,,,,,,NG,24.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,Second,,,,,,NG,24.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,Middle,,,,,,NG,20.5
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,Fourth,,,,,,NG,18.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,Highest,,,,,,NG,15.7
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,North  Central,,,,,NGNCZ06,15.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,North East,,,,,NGNEZ05,22.2
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,North West,,,,,NGNWZ04,22.1
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,South East,,,,,NGSEZ03,26.9
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,South South,,,,,NGSSZ02,19.3
2024,"Prevalence of anaemia in women aged 15 to 49 years, by  Pregnancy status",Moderate 8.0-10.9 g/dl,,,South West,,,,,NGSWZ01,17.2
