Year,Series,Units,Value
2016,Foreign direct investment inflows as a share of GDP,Percentage (%),0.47
2017,Foreign direct investment inflows as a share of GDP,Percentage (%),0.44
2018,Foreign direct investment inflows as a share of GDP,Percentage (%),0.53
2019,Foreign direct investment inflows as a share of GDP,Percentage (%),0.4
2020,Foreign direct investment inflows as a share of GDP,Percentage (%),0.56
2021,Foreign direct investment inflows as a share of GDP,Percentage (%),0.42
2022,Foreign direct investment inflows as a share of GDP,Percentage (%),0.28
2023,Foreign direct investment inflows as a share of GDP,Percentage (%),0.37
