Year,Series,Measure,Sector,Geopolitical Zone,State,Unit multiplier,Units,GeoCode,Value
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Borno,Units,Millions,NGBO08,2.25
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Cross River,Units,Millions,NGXR09,3.44
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Delta,Units,Millions,NGDE10,2.73
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Ebonyi,Units,Millions,NGEB11,3.66
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Edo,Units,Millions,NGED12,1.4
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Ekiti,Units,Millions,NGEK13,1.31
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Enugu,Units,Millions,NGEN14,2.63
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Gombe,Units,Millions,NGGO15,3.02
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Imo,Units,Millions,NGIM16,1.8
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Jigawa,Units,Millions,NGJI17,5.76
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Kaduna,Units,Millions,NGKD18,8.04
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Kano,Units,Millions,NGKN19,10.51
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Katsina,Units,Millions,NGKT20,6.92
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Kebbi,Units,Millions,NGKE21,4.28
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Kogi,Units,Millions,NGKO22,2.88
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Kwara,Units,Millions,NGKW23,1.72
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Lagos,Units,Millions,NGLA24,4.22
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Nasarawa,Units,Millions,NGNA25,1.36
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Niger,Units,Millions,NGNI26,3.6
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Ogun,Units,Millions,NGOG27,3.78
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Ondo,Units,Millions,NGON28,1.3
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Osun,Units,Millions,NGOS29,1.88
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Oyo,Units,Millions,NGOY30,3.79
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Plateau,Units,Millions,NGPL31,4.32
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Rivers,Units,Millions,NGRI32,4.4
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Sokoto,Units,Millions,NGSO33,5.81
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Taraba,Units,Millions,NGTA34,2.81
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Yobe,Units,Millions,NGYO35,3.23
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Zamfara,Units,Millions,NGZA36,4.17
2022,Proportion of persons of all ages living in poverty in all its dimensions according to national definitions,Number of Poor,,,Federal Capital Territory,Units,Millions,NGFC37,1.59
