Year,Series,Units,Value
2016,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.1
2017,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.09
2018,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.1
2019,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.1
2020,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.09
2021,CO2 Emission per Capita,kg CO2 per 2017 USD PPP,0.1
