Year,Series,Gender,Sector,Discrimination,Education level,Ethnicity,Wealth Index Quintile,Geopolitical zone,State,Age group,GeoCode,Value
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,,NG,13.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Urban,Ethnic or immigration origin,,,,,,,NG,11.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Rural,Ethnic or immigration origin,,,,,,,NG,15.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,15-19,NG,10.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,15-17,NG,10.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,18-19,NG,11.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,20-24,NG,13.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,25-29,NG,15.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,30-34,NG,15.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,35-39,NG,14.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,40-44,NG,15.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,,45-49,NG,14.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,None,,,,,,NG,18.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,Primary,,,,,,NG,15.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,Junior secondary,,,,,,NG,13.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,Senior secondary,,,,,,NG,11.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,Higher/tertiary,,,,,,NG,14.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Hausa,,,,,NG,15.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Igbo,,,,,NG,9.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Yoruba,,,,,NG,2.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Fulani,,,,,NG,21.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Kanuri,,,,,NG,19.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Ijaw,,,,,NG,16.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Tiv,,,,,NG,7.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Ibibio,,,,,NG,23.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Edo,,,,,NG,5.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,Other ethnicity,,,,,NG,18.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,Poorest,,,,NG,17.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,Second,,,,NG,16.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,Middle,,,,NG,13.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,Fourth,,,,NG,12.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,Richest,,,,NG,10.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,North  Central,,,NGNCZ06,15.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,North East,,,NGNEZ05,20.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,North West,,,NGNWZ04,15.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,South East,,,NGSEZ03,9.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,South South,,,NGSSZ02,20.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,South West,,,NGSWZ01,2.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Abia,,NGAB01,3.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Adamawa,,NGAD02,7.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Akwa Ibom,,NGAK03,28.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Anambra,,NGAN04,12.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Bauchi,,NGBA05,20.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Bayelsa,,NGBY06,11.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Benue,,NGBE07,0.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Borno,,NGBO08,31.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Cross River,,NGXR09,4.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Delta,,NGDE10,29.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Ebonyi,,NGEB11,31.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Edo,,NGED12,12.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Ekiti,,NGEK13,3.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Enugu,,NGEN14,2.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Gombe,,NGGO15,21.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Imo,,NGIM16,0.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Jigawa,,NGJI17,28.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Kaduna,,NGKD18,6.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Kano,,NGKN19,15.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Katsina,,NGKT20,13.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Kebbi,,NGKE21,37.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Kogi,,NGKO22,3.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Kwara,,NGKW23,3.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Lagos,,NGLA24,1.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Nasarawa,,NGNA25,31.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Niger,,NGNI26,12.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Ogun,,NGOG27,9.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Ondo,,NGON28,3.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Osun,,NGOS29,0.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Oyo,,NGOY30,1.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Plateau,,NGPL31,32.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Rivers,,NGRI32,28.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Sokoto,,NGSO33,0.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Taraba,,NGTA34,18.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Yobe,,NGYO35,25.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Zamfara,,NGZA36,14.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Ethnic or immigration origin,,,,,Federal Capital Territory,,NGFC37,40.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,,NG,4.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Urban,Gender,,,,,,,NG,4.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Rural,Gender,,,,,,,NG,5.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,15-19,NG,4.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,15-17,NG,4.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,18-19,NG,4.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,20-24,NG,4.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,25-29,NG,6.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,30-34,NG,4.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,35-39,NG,5.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,40-44,NG,5.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,,45-49,NG,4.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,None,,,,,,NG,6.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,Primary,,,,,,NG,5.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,Junior secondary,,,,,,NG,3.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,Senior secondary,,,,,,NG,3.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,Higher/tertiary,,,,,,NG,6.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Hausa,,,,,NG,6.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Igbo,,,,,NG,3.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Yoruba,,,,,NG,1.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Fulani,,,,,NG,6.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Kanuri,,,,,NG,11.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Ijaw,,,,,NG,10.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Tiv,,,,,NG,1.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Ibibio,,,,,NG,4.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Edo,,,,,NG,2.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,Other ethnicity,,,,,NG,5.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,Poorest,,,,NG,6.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,Second,,,,NG,5.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,Middle,,,,NG,4.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,Fourth,,,,NG,3.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,Richest,,,,NG,5.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,North  Central,,,NGNCZ06,4.4
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,North East,,,NGNEZ05,6.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,North West,,,NGNWZ04,6.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,South East,,,NGSEZ03,3.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,South South,,,NGSSZ02,7.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,South West,,,NGSWZ01,0.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Abia,,NGAB01,2.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Adamawa,,NGAD02,4.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Akwa Ibom,,NGAK03,3.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Anambra,,NGAN04,0.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Bauchi,,NGBA05,8.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Bayelsa,,NGBY06,7.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Benue,,NGBE07,1.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Borno,,NGBO08,2.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Cross River,,NGXR09,2.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Delta,,NGDE10,6.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Ebonyi,,NGEB11,17.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Edo,,NGED12,3.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Ekiti,,NGEK13,0.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Enugu,,NGEN14,1.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Gombe,,NGGO15,3.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Imo,,NGIM16,0.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Jigawa,,NGJI17,13.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Kaduna,,NGKD18,1.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Kano,,NGKN19,8.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Katsina,,NGKT20,1.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Kebbi,,NGKE21,24.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Kogi,,NGKO22,6.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Kwara,,NGKW23,5.2
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Lagos,,NGLA24,0.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Nasarawa,,NGNA25,1.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Niger,,NGNI26,1.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Ogun,,NGOG27,1.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Ondo,,NGON28,0.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Osun,,NGOS29,0.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Oyo,,NGOY30,3.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Plateau,,NGPL31,9.3
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Rivers,,NGRI32,13.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Sokoto,,NGSO33,0.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Taraba,,NGTA34,5.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Yobe,,NGYO35,18.1
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Zamfara,,NGZA36,4.7
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Gender,,,,,Federal Capital Territory,,NGFC37,7.9
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Sexual orientation,,,,,,,NG,2.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Urban,Sexual orientation,,,,,,,NG,1.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,Rural,Sexual orientation,,,,,,,NG,3.0
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Sexual orientation,,,,,,15-19,NG,2.6
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Sexual orientation,,,,,,15-17,NG,2.5
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Sexual orientation,,,,,,18-19,NG,2.8
2021,Proportion of population reporting having personally felt discriminated against or harassed in the previous 12 months on the basis of a ground of discrimination prohibited under international human rights law,Male,,Sexual orientation,,,,,,20-24,NG,2.4
