Year,Series,Units,Value
2017,Annual growth rate of real GDP per capita,Percentage (%),-1.8
2018,Annual growth rate of real GDP per capita,Percentage (%),-0.67
2019,Annual growth rate of real GDP per capita,Percentage (%),-0.38
2020,Annual growth rate of real GDP per capita,Percentage (%),-4.25
2021,Annual growth rate of real GDP per capita,Percentage (%),1.09
2022,Annual growth rate of real GDP per capita,Percentage (%),-0.62
