Year,Series,Units,Value
2016,Labour share of GDP,Percentage (%),25.17
2017,Labour share of GDP,Percentage (%),26.06
2018,Labour share of GDP,Percentage (%),26.61
2019,Labour share of GDP,Percentage (%),26.51
2020,Labour share of GDP,Percentage (%),25.89
2021,Labour share of GDP,Percentage (%),26.19
2022,Labour share of GDP,Percentage (%),25.86
2023,Labour share of GDP,Percentage (%),27.23
