Year,Series,Gender,Sector,Ethnicity,Wealth Index Quintile,Geopolitical zone,State,Age group,Mother's education level,School type,GeoCode,Value
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Taraba,,,Junior Secondary,NGTA34,0.96
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Yobe,,,Junior Secondary,NGYO35,1.06
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Zamfara,,,Junior Secondary,NGZA36,0.84
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Federal Capital Territory,,,Junior Secondary,NGFC37,1.05
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Abia,,,Secondary,NGAB01,0.86
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Adamawa,,,Secondary,NGAD02,0.86
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Akwa Ibom,,,Secondary,NGAK03,1.37
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Anambra,,,Secondary,NGAN04,1.37
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Bauchi,,,Secondary,NGBA05,1.72
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Bayelsa,,,Secondary,NGBY06,1.35
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Benue,,,Secondary,NGBE07,1.08
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Borno,,,Secondary,NGBO08,0.97
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Cross River,,,Secondary,NGXR09,1.11
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Delta,,,Secondary,NGDE10,1.41
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Ebonyi,,,Secondary,NGEB11,1.03
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Edo,,,Secondary,NGED12,1.25
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Ekiti,,,Secondary,NGEK13,1.11
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Enugu,,,Secondary,NGEN14,1.31
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Gombe,,,Secondary,NGGO15,1.08
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Imo,,,Secondary,NGIM16,0.89
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Jigawa,,,Secondary,NGJI17,0.92
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Kaduna,,,Secondary,NGKD18,1.06
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Kano,,,Secondary,NGKN19,1.2
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Katsina,,,Secondary,NGKT20,1.06
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Kebbi,,,Secondary,NGKE21,1.13
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Kogi,,,Secondary,NGKO22,1.03
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Kwara,,,Secondary,NGKW23,1.07
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Lagos,,,Secondary,NGLA24,0.94
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Nasarawa,,,Secondary,NGNA25,1.12
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Niger,,,Secondary,NGNI26,0.9
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Ogun,,,Secondary,NGOG27,0.84
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Ondo,,,Secondary,NGON28,1.13
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Osun,,,Secondary,NGOS29,0.9
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Oyo,,,Secondary,NGOY30,1.27
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Plateau,,,Secondary,NGPL31,1.18
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Rivers,,,Secondary,NGRI32,1.18
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Sokoto,,,Secondary,NGSO33,0.67
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Taraba,,,Secondary,NGTA34,1.05
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Yobe,,,Secondary,NGYO35,0.93
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Zamfara,,,Secondary,NGZA36,0.92
2021,Percentage of population age 3 and above who never attended formal education,,,,,,Federal Capital Territory,,,Secondary,NGFC37,1.0
