Year,Value,Units,Series
2016,3.9227,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2017,3.7581,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2018,3.8167,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2019,3.7204,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2020,3.6754,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2021,3.6804,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
2022,3.6897,Tonnes,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP"
